Organization,Country,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
Ooba,Germany,IT & IT Services,Medium,John Smith,1/10/2024,Custom solution,Sales Accepted,4,,,7814,50,9/17/2024,
Zoomlounge,Netherlands,Transportation & Logistics,Medium,Jessica Martinez,5/22/2024,SAAS,Sales Accepted,4,,,7896,20,12/23/2024,
Tazz,Switzerland,Government Administration Healthcare,Medium,Laura Thompson,4/22/2024,Custom solution,Sales Accepted,4,,,2922,30,5/31/2024,
Dynazzy,France,Energy & Utilities,Medium,David Wilson,1/17/2024,SAAS,Sales Accepted,4,,,5709,30,2/29/2024,
Wikibox,Italy,Transportation & Logistics,Medium,Michael Brown,2/2/2024,Custom solution,Sales Accepted,4,,,1102,30,10/26/2024,
Tagcat,Germany,Banking and Finance,Medium,Sarah Davis,2/18/2024,Custom solution,Sales Accepted,4,,,3809,30,10/13/2024,
Quimm,Italy,Manufacturing & Production,Medium,John Smith,5/4/2024,Services,Sales Accepted,4,,,3896,20,9/14/2024,
Mita,Germany,IT & IT Services,Medium,Jessica Martinez,5/22/2024,Services,Sales Accepted,4,,,6990,50,3/12/2025,
Devcast,Netherlands,Banking and Finance,Medium,Michael Brown,5/27/2024,SAAS,Sales Accepted,4,,,6435,50,4/12/2025,
Yombu,Switzerland,Transportation & Logistics,Medium,Laura Thompson,1/19/2024,Services,Sales Accepted,4,,,3314,40,1/9/2025,
Janyx,Portugal,Energy & Utilities,Medium,Jessica Martinez,4/15/2024,Services,Sales Accepted,4,,,5389,50,7/15/2024,
Avamba,Portugal,IT & IT Services,Medium,Laura Thompson,5/24/2024,SAAS,Sales Accepted,4,,,6440,30,4/14/2025,
Eidel,Italy,Energy & Utilities,Medium,John Smith,2/24/2024,SAAS,Sales Accepted,4,,,6018,100,5/5/2024,
Zoozzy,Italy,Retail & Distribution,Medium,Michael Brown,3/23/2024,Services,Sales Accepted,4,,,7288,30,10/23/2024,
Omba,Switzerland,Transportation & Logistics,Medium,Sarah Davis,4/19/2024,SAAS,Sales Accepted,4,,,1568,60,11/25/2024,
Thoughtbridge,Germany,Transportation & Logistics,Medium,Michael Brown,2/7/2024,Custom solution,Sales Accepted,4,,,2820,90,11/21/2024,
Skidoo,France,IT & IT Services,Medium,Jessica Martinez,2/24/2024,Custom solution,Sales Accepted,4,,,556,50,11/2/2024,
Tagtune,Italy,Entertainment & Media & Hospitality,Medium,Jessica Martinez,4/20/2024,Custom solution,Sales Accepted,4,,,3396,40,10/2/2024,
Edgewire,France,Telecommunications,Medium,David Wilson,1/7/2024,SAAS,Sales Accepted,4,,,3793,100,2/15/2024,
Kamba,France,Manufacturing & Production,Medium,Michael Brown,1/25/2024,Custom solution,Sales Accepted,4,,,3275,20,9/16/2024,
Vitz,Netherlands,Professional Services  & Consulting,Medium,Laura Thompson,5/22/2024,Services,Sales Accepted,4,,,7618,30,3/1/2025,
Twiyo,Italy,Banking and Finance,Medium,Michael Brown,5/16/2024,Custom solution,Sales Accepted,4,,,1240,70,7/15/2024,
Lazzy,Italy,IT & IT Services,Medium,David Wilson,3/14/2024,Custom solution,Sales Accepted,4,,,2040,40,10/31/2024,
Miboo,Switzerland,Banking and Finance,Medium,Michael Brown,3/2/2024,Custom solution,Sales Accepted,4,,,4371,10,11/25/2024,
Jabbertype,Italy,Banking and Finance,Medium,Michael Brown,5/20/2024,Services,Sales Accepted,4,,,6865,80,12/25/2024,
Izio,Netherlands,Professional Services  & Consulting,Medium,Kevin Anderson,5/14/2024,SAAS,Sales Accepted,4,,,1037,40,11/13/2024,
"Stamm, Hintz and Smith",Netherlands,Manufacturing & Production,Medium,Laura Thompson,5/14/2024,Custom solution,Sales Accepted,4,,,3278,90,6/30/2024,
"Armstrong, Murphy and Mosciski",Portugal,Banking and Finance,Medium,Emily Johnson,1/29/2024,Services,Sales Accepted,4,,,7181,40,5/30/2024,
Kshlerin Inc,Spain,Entertainment & Media & Hospitality,Medium,Kevin Anderson,5/2/2024,SAAS,Sales Accepted,4,,,3474,70,10/4/2024,
Cartwright-O'Reilly,Germany,Retail & Distribution,Medium,David Wilson,1/27/2024,Services,Sales Accepted,4,,,6180,40,6/2/2024,
"Koss, Buckridge and Ritchie",Switzerland,Retail & Distribution,Medium,John Smith,5/15/2024,Services,Sales Accepted,4,,,2254,50,12/3/2024,
"Konopelski, Lebsack and Breitenberg",Belgium,Government Administration Healthcare,Medium,John Smith,1/15/2024,SAAS,Sales Accepted,4,,,1610,60,8/13/2024,
Stokes Inc,Italy,Transportation & Logistics,Medium,Laura Thompson,1/29/2024,Services,Sales Accepted,4,,,2244,20,3/1/2024,
Schinner LLC,Belgium,Agriculture & Mining,Medium,Jessica Martinez,5/5/2024,SAAS,Sales Accepted,4,,,1607,50,10/30/2024,
Kovacek Inc,Germany,Transportation & Logistics,Medium,Emily Johnson,4/26/2024,Custom solution,Sales Accepted,4,,,3843,30,5/27/2024,
"Nienow, Kris and Lehner",Italy,Transportation & Logistics,Medium,Michael Brown,2/24/2024,SAAS,Sales Accepted,4,,,630,40,1/31/2025,
"Larson, Rutherford and Boyer",Germany,Transportation & Logistics,Medium,Jessica Martinez,4/13/2024,SAAS,Sales Accepted,4,,,3866,60,5/6/2024,
McCullough-Wuckert,Italy,Transportation & Logistics,Medium,Michael Brown,5/6/2024,Services,Sales Accepted,4,,,4358,30,6/7/2024,
Cruickshank Inc,Netherlands,Government Administration Healthcare,Medium,Michael Brown,5/3/2024,Services,Sales Accepted,4,,,1808,80,1/7/2025,
"Wolf, Lakin and Hodkiewicz",France,Recreation & Sports,Medium,David Wilson,5/22/2024,Custom solution,Sales Accepted,4,,,6476,20,8/7/2024,
Okuneva and Sons,France,IT & IT Services,Medium,Sarah Davis,1/17/2024,SAAS,Sales Accepted,4,,,4366,10,6/8/2024,
Schneider LLC,Portugal,Professional Services  & Consulting,Medium,Laura Thompson,5/19/2024,Services,Sales Accepted,4,,,4420,30,7/8/2024,
Weimann and Sons,Germany,Recreation & Sports,Medium,Michael Brown,5/7/2024,Services,Sales Accepted,4,,,1393,60,12/20/2024,
"Bins, Jaskolski and Dach",Italy,Retail & Distribution,Medium,Michael Brown,1/5/2024,Custom solution,Sales Accepted,4,,,3648,30,2/3/2024,
"Hodkiewicz, Corwin and West",Germany,Banking and Finance,Medium,Laura Thompson,3/27/2024,Services,Sales Accepted,4,,,4612,20,9/5/2024,
Rodriguez-Howell,Germany,Government Administration Healthcare,Medium,Michael Brown,2/16/2024,SAAS,Sales Accepted,4,,,5992,20,3/31/2024,
"Auer, Spencer and Schumm",Belgium,Transportation & Logistics,Medium,Kevin Anderson,4/29/2024,SAAS,Sales Accepted,4,,,7591,30,2/20/2025,
"Daniel, Torp and Homenick",Italy,IT & IT Services,Medium,Jessica Martinez,2/14/2024,Services,Sales Accepted,4,,,1158,20,12/21/2024,
"Wiegand, Kassulke and McClure",Portugal,Retail & Distribution,Medium,Jessica Martinez,5/17/2024,SAAS,Sales Accepted,4,,,5723,20,11/2/2024,
"Bode, Streich and Howe",Belgium,IT & IT Services,Medium,Kevin Anderson,4/24/2024,Custom solution,Sales Accepted,4,,,4941,30,10/21/2024,
Buckridge LLC,Spain,Transportation & Logistics,Medium,Emily Johnson,3/26/2024,SAAS,Sales Accepted,4,,,3814,60,5/16/2024,
Romaguera-Legros,Netherlands,Transportation & Logistics,Medium,Jessica Martinez,3/1/2024,Services,Sales Accepted,4,,,6893,50,9/21/2024,
"Walter, Nader and Wintheiser",Switzerland,Telecommunications,Medium,Michael Brown,1/14/2024,Services,Sales Accepted,4,,,3543,40,7/31/2024,
Ankunding-Harber,Italy,IT & IT Services,Medium,Laura Thompson,5/30/2024,Services,Sales Accepted,4,,,3909,40,7/17/2024,
"Funk, Rath and Gottlieb",Austria,Government Administration Healthcare,Medium,Michael Brown,1/3/2024,Services,Sales Accepted,4,,,981,90,9/5/2024,
Cassin-Schamberger,Switzerland,Banking and Finance,Medium,Laura Thompson,3/27/2024,Services,Sales Accepted,4,,,784,20,6/13/2024,
"Bradtke, Ebert and Greenfelder",Switzerland,Telecommunications,Medium,Sarah Davis,1/31/2024,Services,Sales Accepted,4,,,3108,30,3/23/2024,
McCullough-Abshire,Germany,Agriculture & Mining,Medium,Michael Brown,1/23/2024,Services,Sales Accepted,4,,,5558,20,9/20/2024,
Shanahan-Erdman,Belgium,Manufacturing & Production,Medium,Laura Thompson,1/15/2024,SAAS,Sales Accepted,4,,,1260,50,4/8/2024,
Upton LLC,Switzerland,Banking and Finance,Medium,Jessica Martinez,5/3/2024,Custom solution,Sales Accepted,4,,,5207,70,3/11/2025,
"Metz, Anderson and McCullough",Switzerland,Energy & Utilities,Medium,Laura Thompson,4/4/2024,Custom solution,Sales Accepted,4,,,1503,80,9/8/2024,
"Lakin, Bosco and Von",Switzerland,IT & IT Services,Medium,John Smith,2/10/2024,SAAS,Sales Accepted,4,,,6987,30,5/1/2024,
"Halvorson, Schaefer and D'Amore",Switzerland,Entertainment & Media & Hospitality,Medium,Emily Johnson,3/29/2024,Services,Sales Accepted,4,,,357,80,6/23/2024,
Hettinger and Sons,France,Agriculture & Mining,Medium,Emily Johnson,1/6/2024,Custom solution,Sales Accepted,4,,,5253,50,2/7/2024,
Baumbach LLC,France,Education & Science,Medium,Jessica Martinez,1/15/2024,Custom solution,Sales Accepted,4,,,5864,20,7/29/2024,
Effertz-Jaskolski,Portugal,IT & IT Services,Medium,Jessica Martinez,5/27/2024,SAAS,Sales Accepted,4,,,2138,20,8/16/2024,
Jerde Inc,Italy,Banking and Finance,Medium,Michael Brown,3/9/2024,SAAS,Sales Accepted,4,,,7070,20,7/29/2024,
Schoen-Kessler,Italy,Banking and Finance,Medium,Jessica Martinez,5/20/2024,Services,Sales Accepted,4,,,3447,80,7/4/2024,
"Flatley, Kiehn and Blanda",France,IT & IT Services,Medium,Laura Thompson,5/9/2024,SAAS,Sales Accepted,4,,,5824,50,4/8/2025,
Dicki-Yundt,Switzerland,Government Administration Healthcare,Medium,John Smith,4/11/2024,SAAS,Sales Accepted,4,,,6573,20,8/7/2024,
Kilback Group,Germany,Government Administration Healthcare,Medium,Kevin Anderson,2/28/2024,SAAS,Sales Accepted,4,,,3855,100,1/28/2025,
Ferry LLC,Switzerland,Recreation & Sports,Medium,Jessica Martinez,5/1/2024,SAAS,Sales Accepted,4,,,6330,30,6/20/2024,
"Cormier, Moore and Bogisich",Austria,Transportation & Logistics,Medium,Laura Thompson,1/19/2024,SAAS,Sales Accepted,4,,,7787,40,10/2/2024,
Effertz LLC,Italy,Transportation & Logistics,Medium,John Smith,5/11/2024,Custom solution,Sales Accepted,4,,,4258,60,12/3/2024,
Conroy and Sons,Switzerland,IT & IT Services,Medium,Laura Thompson,2/13/2024,Services,Sales Accepted,4,,,4736,50,11/9/2024,
Emmerich-Heathcote,France,Government Administration Healthcare,Medium,Laura Thompson,4/20/2024,Custom solution,Sales Accepted,4,,,7314,60,5/28/2024,
Harris LLC,Spain,Agriculture & Mining,Medium,Jessica Martinez,2/2/2024,Custom solution,Sales Accepted,4,,,2102,50,12/30/2024,
Yost-Kessler,Belgium,Agriculture & Mining,Medium,Laura Thompson,3/17/2024,Services,Sales Accepted,4,,,2771,20,7/4/2024,
"Orn, Schmeler and Legros",Italy,Government Administration Healthcare,Medium,Laura Thompson,1/10/2024,Services,Sales Accepted,4,,,4477,60,7/5/2024,
"Olson, Wilderman and Dach",Italy,Government Administration Healthcare,Medium,Laura Thompson,2/15/2024,Custom solution,Sales Accepted,4,,,4588,20,8/2/2024,
"Kulas, Halvorson and O'Reilly",Switzerland,Construction & Engineering,Medium,Laura Thompson,1/10/2024,Custom solution,Sales Accepted,4,,,2496,90,10/4/2024,
"Dibbert, Kuhn and Kling",Portugal,Education & Science,Medium,Jessica Martinez,2/13/2024,Services,Sales Accepted,4,,,2404,70,7/21/2024,
Cronin LLC,Germany,Education & Science,Medium,John Smith,1/23/2024,Services,Sales Accepted,4,,,3681,30,12/25/2024,
"Dooley, Schiller and Leuschke",France,Government Administration Healthcare,Medium,Laura Thompson,2/17/2024,Services,Sales Accepted,4,,,4461,90,5/30/2024,
Rempel-Ferry,Portugal,Banking and Finance,Medium,Michael Brown,4/19/2024,SAAS,Sales Accepted,4,,,4787,30,8/16/2024,
"Simonis, Lemke and Kutch",Germany,Agriculture & Mining,Medium,Sarah Davis,1/6/2024,Services,Sales Accepted,4,,,6643,30,3/11/2024,
Auer-Dooley,Switzerland,Transportation & Logistics,Medium,Emily Johnson,3/18/2024,Services,Sales Accepted,4,,,2087,50,3/18/2025,
Koch Inc,Switzerland,Recreation & Sports,Medium,Jessica Martinez,4/23/2024,Services,Sales Accepted,4,,,5674,30,10/16/2024,
"Kozey, Hills and Steuber",Netherlands,Manufacturing & Production,Medium,Jessica Martinez,3/24/2024,Services,Sales Accepted,4,,,6083,20,4/20/2024,
Windler and Sons,Switzerland,Retail & Distribution,Medium,Laura Thompson,1/10/2024,SAAS,Sales Accepted,4,,,4081,50,12/28/2024,
Abshire and Sons,Netherlands,Education & Science,Medium,Sarah Davis,5/12/2024,Services,Sales Accepted,4,,,2431,50,1/28/2025,
"Ward, Marks and Rolfson",Austria,Government Administration Healthcare,Medium,Jessica Martinez,4/6/2024,SAAS,Sales Accepted,4,,,3478,60,12/20/2024,
"Emmerich, Veum and Gutkowski",Belgium,Telecommunications,Medium,Michael Brown,4/8/2024,Services,Sales Accepted,4,,,2072,30,10/8/2024,
Wilderman LLC,Switzerland,Agriculture & Mining,Medium,John Smith,4/29/2024,Custom solution,Sales Accepted,4,,,4837,40,7/14/2024,
"Dooley, Cummings and Schowalter",Italy,Transportation & Logistics,Medium,Sarah Davis,4/8/2024,Services,Sales Accepted,4,,,4322,50,2/10/2025,
Miller and Sons,Switzerland,IT & IT Services,Medium,Laura Thompson,2/12/2024,Services,Sales Accepted,4,,,3220,30,6/21/2024,
"Wolff, Greenfelder and Graham",Switzerland,Retail & Distribution,Medium,Jessica Martinez,2/23/2024,Custom solution,Sales Accepted,4,,,4427,10,1/8/2025,
"Cronin, Herman and Heathcote",Belgium,Recreation & Sports,Medium,Laura Thompson,2/11/2024,Custom solution,Sales Accepted,4,,,6006,40,9/19/2024,
Rosenbaum LLC,Portugal,Entertainment & Media & Hospitality,Medium,Laura Thompson,3/14/2024,Services,Sales Accepted,4,,,5823,60,12/12/2024,
Hudson Inc,Portugal,Transportation & Logistics,Medium,John Smith,1/20/2024,Services,Sales Accepted,4,,,6192,80,8/29/2024,
"Erdman, Rowe and Adams",Portugal,IT & IT Services,Medium,Michael Brown,4/1/2024,Custom solution,Sales Accepted,4,,,6839,80,8/25/2024,
Langosh-Borer,Germany,Professional Services  & Consulting,Medium,Michael Brown,3/21/2024,Services,Sales Accepted,4,,,1169,40,4/20/2024,
Schiller-Mitchell,Germany,Education & Science,Medium,John Smith,4/17/2024,Services,Sales Accepted,4,,,5999,50,6/23/2024,
"Heller, Prohaska and Wolff",Belgium,Transportation & Logistics,Medium,Laura Thompson,3/25/2024,Services,Sales Accepted,4,,,3010,10,9/16/2024,
Murray and Sons,Italy,IT & IT Services,Medium,Laura Thompson,1/31/2024,SAAS,Sales Accepted,4,,,7709,70,3/31/2024,
"Stark, Sporer and Jenkins",Austria,Government Administration Healthcare,Medium,Kevin Anderson,3/5/2024,SAAS,Sales Accepted,4,,,7536,40,9/10/2024,
Brakus-Kub,France,Transportation & Logistics,Medium,Kevin Anderson,1/8/2024,SAAS,Sales Accepted,4,,,1519,20,4/25/2024,
Reichel-Wilkinson,Italy,Manufacturing & Production,Medium,Laura Thompson,5/12/2024,Services,Sales Accepted,4,,,2395,40,2/20/2025,
Wisozk Inc,Italy,Banking and Finance,Medium,Michael Brown,2/23/2024,Services,Sales Accepted,4,,,233,20,4/25/2024,
Tromp and Sons,Switzerland,Recreation & Sports,Medium,Jessica Martinez,4/11/2024,SAAS,Sales Accepted,4,,,7912,30,12/1/2024,
Raynor and Sons,France,IT & IT Services,Medium,Michael Brown,3/9/2024,Services,Sales Accepted,4,,,6599,30,12/27/2024,
"Olson, Hamill and Jast",Spain,Transportation & Logistics,Medium,Laura Thompson,3/8/2024,Services,Sales Accepted,4,,,3653,10,8/13/2024,
"Kirlin, Kemmer and Hegmann",Portugal,Banking and Finance,Medium,Kevin Anderson,4/15/2024,SAAS,Sales Accepted,4,,,6335,40,1/27/2025,
"Schowalter, Carroll and Harris",Portugal,Transportation & Logistics,Medium,Laura Thompson,1/20/2024,Services,Sales Accepted,4,,,5823,50,9/10/2024,
Rowe Inc,Spain,Energy & Utilities,Medium,Laura Thompson,4/19/2024,Services,Sales Accepted,4,,,520,80,7/19/2024,
Schinner-Ullrich,Italy,Banking and Finance,Medium,Laura Thompson,5/1/2024,Services,Sales Accepted,4,,,2511,10,3/22/2025,
"Torphy, Deckow and Tremblay",Switzerland,IT & IT Services,Medium,Laura Thompson,1/3/2024,SAAS,Sales Accepted,4,,,5998,100,10/11/2024,
Kuphal Group,Switzerland,Entertainment & Media & Hospitality,Medium,Michael Brown,4/19/2024,SAAS,Sales Accepted,4,,,2733,30,2/27/2025,
Breitenberg Group,Germany,Entertainment & Media & Hospitality,Medium,Laura Thompson,1/29/2024,SAAS,Sales Accepted,4,,,7415,80,6/14/2024,
"Von, Predovic and McLaughlin",Portugal,Education & Science,Medium,David Wilson,3/6/2024,Services,Sales Accepted,4,,,6237,30,6/15/2024,
Walsh-McLaughlin,Switzerland,Government Administration Healthcare,Medium,John Smith,5/28/2024,Custom solution,Sales Accepted,4,,,822,20,10/30/2024,
"Cassin, McClure and Torp",France,Professional Services  & Consulting,Medium,Michael Brown,5/2/2024,Services,Sales Accepted,4,,,4686,30,6/13/2024,
Schneider-Stracke,Germany,Banking and Finance,Medium,Jessica Martinez,5/30/2024,Services,Sales Accepted,4,,,6335,50,1/5/2025,
"Welch, Rowe and Harber",Spain,IT & IT Services,Medium,Michael Brown,1/9/2024,SAAS,Sales Accepted,4,,,367,20,12/15/2024,
"Hammes, Rohan and Leannon",Switzerland,IT & IT Services,Medium,Emily Johnson,1/16/2024,SAAS,Sales Accepted,4,,,6868,50,10/28/2024,
"Kris, Farrell and Auer",Germany,Government Administration Healthcare,Medium,John Smith,3/11/2024,Custom solution,Sales Accepted,4,,,4594,40,5/20/2024,
Littel-Wehner,Belgium,Recreation & Sports,Medium,Kevin Anderson,5/1/2024,Custom solution,Sales Accepted,4,,,4181,50,10/6/2024,
"Hettinger, D'Amore and Gislason",Austria,Telecommunications,Medium,Jessica Martinez,3/11/2024,Services,Sales Accepted,4,,,4962,50,11/30/2024,
Lesch and Sons,Germany,IT & IT Services,Medium,Michael Brown,5/25/2024,Services,Sales Accepted,4,,,1517,60,4/25/2025,
Emard Inc,Italy,Transportation & Logistics,Medium,John Smith,1/27/2024,SAAS,Sales Accepted,4,,,3352,100,9/22/2024,
Deckow-Vandervort,Italy,Recreation & Sports,Medium,Laura Thompson,2/2/2024,SAAS,Sales Accepted,4,,,6861,40,6/25/2024,
Hartmann-Ferry,Italy,Transportation & Logistics,Medium,Michael Brown,2/21/2024,SAAS,Sales Accepted,4,,,5533,20,7/31/2024,
Metz-Kilback,Italy,Entertainment & Media & Hospitality,Medium,Michael Brown,2/22/2024,Custom solution,Sales Accepted,4,,,1742,20,7/4/2024,
Ledner-Wilkinson,France,Energy & Utilities,Medium,Kevin Anderson,5/3/2024,Custom solution,Sales Accepted,4,,,7534,20,12/22/2024,
Keeling-Bogan,Netherlands,Telecommunications,Medium,John Smith,4/23/2024,SAAS,Sales Accepted,4,,,787,30,12/19/2024,
"Mante, Witting and Hoppe",Italy,Retail & Distribution,Medium,John Smith,3/30/2024,SAAS,Sales Accepted,4,,,6798,20,1/20/2025,
Krajcik-Boehm,Belgium,Retail & Distribution,Medium,Michael Brown,4/13/2024,Services,Sales Accepted,4,,,1167,80,3/29/2025,
Koepp-Stanton,Italy,Banking and Finance,Medium,David Wilson,1/17/2024,Custom solution,Sales Accepted,4,,,2117,40,4/25/2024,
Reynolds-Weissnat,Germany,Transportation & Logistics,Medium,Michael Brown,3/9/2024,Services,Sales Accepted,4,,,1669,30,9/23/2024,
Bins-Barrows,France,IT & IT Services,Medium,Laura Thompson,1/31/2024,Services,Sales Accepted,4,,,4026,40,8/26/2024,
"Hamill, Herman and Schamberger",Belgium,Transportation & Logistics,Medium,Emily Johnson,5/5/2024,Custom solution,Sales Accepted,4,,,5321,10,8/27/2024,
Sawayn-Kuhic,Portugal,Banking and Finance,Medium,Laura Thompson,3/25/2024,Services,Sales Accepted,4,,,4667,60,3/25/2025,
Considine-Kris,Austria,Retail & Distribution,Medium,Laura Thompson,3/30/2024,Services,Sales Accepted,4,,,6981,60,7/29/2024,
Nolan Inc,Germany,Energy & Utilities,Medium,Kevin Anderson,1/2/2024,SAAS,Sales Accepted,4,,,1079,40,11/11/2024,
Kuhn Group,Austria,Banking and Finance,Medium,Michael Brown,4/20/2024,Services,Sales Accepted,4,,,3445,20,2/6/2025,
Greenholt Inc,Portugal,Energy & Utilities,Medium,Michael Brown,2/2/2024,SAAS,Sales Accepted,4,,,2714,50,8/5/2024,
Schowalter-Bartoletti,Belgium,Telecommunications,Medium,Jessica Martinez,5/3/2024,Services,Sales Accepted,4,,,3341,70,3/31/2025,
Satterfield-Jast,Italy,Telecommunications,Medium,Emily Johnson,5/21/2024,Services,Sales Accepted,4,,,3270,20,9/1/2024,
Beer-Lueilwitz,Belgium,Banking and Finance,Medium,Jessica Martinez,1/22/2024,Services,Sales Accepted,4,,,5018,60,8/29/2024,
Stark and Sons,Netherlands,Agriculture & Mining,Medium,John Smith,5/31/2024,Custom solution,Sales Accepted,4,,,4354,60,1/26/2025,
"Hoppe, Larson and Rolfson",Italy,Entertainment & Media & Hospitality,Medium,Laura Thompson,5/21/2024,Custom solution,Sales Accepted,4,,,977,30,11/9/2024,
"Jakubowski, Carroll and Jacobi",Austria,Government Administration Healthcare,Medium,Michael Brown,5/30/2024,Custom solution,Sales Accepted,4,,,2695,40,2/13/2025,
Ferry and Sons,Germany,Agriculture & Mining,Medium,David Wilson,5/17/2024,Custom solution,Sales Accepted,4,,,3064,20,8/16/2024,
"Muller, Ullrich and Auer",Italy,IT & IT Services,Medium,Michael Brown,4/27/2024,Services,Sales Accepted,4,,,6161,40,11/30/2024,
Terry-Mayer,Germany,Recreation & Sports,Medium,David Wilson,5/19/2024,SAAS,Sales Accepted,4,,,2689,30,5/4/2025,
